pathway,pval,padj,log2err,ES,NES,size,leadingEdge
REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,0.808510638,1,0.058345278,-0.25849367,-0.776616748,23,
REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,0.998144712,1,0.042331839,0.149883742,0.465144614,30,
REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,0.526315789,0.799805518,0.073255866,0.323105701,0.9373441,23,
REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,0.281779661,0.522775424,0.116739205,-0.357736101,-1.118831831,27,
REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,0.129370629,0.294874338,0.161978949,0.364518731,1.28544297,54,
REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,0.199637024,0.401307011,0.130105631,0.36695396,1.196228291,37,
REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,0.885416667,1,0.053129805,-0.255256928,-0.682447348,15,
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,0.491651206,0.765393912,0.076083716,0.314278137,0.975321145,30,
REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,0.901785714,1,0.055479331,-0.208735472,-0.737148514,42,
REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_EPSILON,0.031697988,0.106595961,0.321775918,0.600634177,1.593097719,17,
REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING,0.339130435,0.593478261,0.106323256,-0.333223915,-1.062516714,29,
REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,0.039208569,0.122853517,0.321775918,0.516192862,1.51661557,24,
REACTOME_ACTIVATION_OF_NMDA_RECEPTORS_AND_POSTSYNAPTIC_EVENTS,0.05070647,0.147982586,0.321775918,-0.337000008,-1.350173265,90,
REACTOME_ACTIVATION_OF_SMO,0.012166053,0.051182994,0.380730401,0.648734006,1.720675755,17,
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,0.073476703,0.192428261,0.222056046,0.377635271,1.339305853,59,
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX,0.041029663,0.127346783,0.321775918,0.478329113,1.494139512,33,
REACTOME_ACYL_CHAIN_REMODELLING_OF_PC,0.486842105,0.761510551,0.077274697,0.337005585,0.977668287,23,
REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,0.335892514,0.590929951,0.099233334,0.392739907,1.103270885,21,
REACTOME_ACYL_CHAIN_REMODELLING_OF_PG,0.785440613,1,0.05479395,0.29646954,0.758625652,15,
REACTOME_ACYL_CHAIN_REMODELLING_OF_PS,0.340996169,0.59530279,0.098212335,0.403581323,1.084513428,18,
REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,0.998154982,1,0.042077211,0.161450511,0.491654836,28,
REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,0.128378378,0.293308934,0.159646702,0.30928379,1.215989976,109,
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1,0.470919325,0.743675797,0.078920964,0.337501736,0.991606869,24,
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12,0.666666667,0.926760563,0.061705405,0.303341609,0.848008829,20,
REACTOME_ADRENALINE_NORADRENALINE_INHIBITS_INSULIN_SECRETION,0.612288136,0.88148204,0.071652737,-0.294282819,-0.920379531,27,
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION,0.176583493,0.368473378,0.143758989,0.481849081,1.253097764,16,
REACTOME_AGGREPHAGY,0.192743764,0.392648287,0.150169802,-0.34227389,-1.190076664,40,
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS,0.025823119,0.091407699,0.352487858,-0.444135362,-1.502550476,36,
REACTOME_AMINO_ACIDS_REGULATE_MTORC1,0.986111111,1,0.053021251,-0.186438786,-0.66632281,49,
REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE,9.28E-05,0.001023095,0.538434096,0.668999257,2.055412002,29,
REACTOME_AMYLOID_FIBER_FORMATION,0.696750903,0.954466538,0.057609111,0.256094111,0.855815611,42,
REACTOME_ANCHORING_FIBRIL_FORMATION,0.045795114,0.139505485,0.321775918,0.597264376,1.528319152,15,
REACTOME_ANCHORING_OF_THE_BASAL_BODY_TO_THE_PLASMA_MEMBRANE,0.993006993,1,0.053021251,-0.167329474,-0.675119668,92,
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,1.93E-05,3.00E-04,0.575610261,0.673102576,2.127646476,34,
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,0.062146893,0.16991408,0.248911114,0.488790951,1.450930904,25,
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,3.49E-08,1.38E-06,0.719512826,0.574716968,2.219055825,100,
REACTOME_ANTIGEN_PROCESSING_UBIQUITINATION_PROTEASOME_DEGRADATION,1,1,0.032943147,0.100591253,0.447291235,297,
REACTOME_ANTIMICROBIAL_PEPTIDES,6.81E-09,3.64E-07,0.761460801,0.77489362,2.420507437,33,
REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES,0.998239437,1,0.039921862,0.145782267,0.549162282,79,
REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION,4.16E-07,1.12E-05,0.67496286,0.480749238,1.970094722,148,
REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A,0.93194707,1,0.046322779,0.22198427,0.663495183,26,
REACTOME_APC_C_CDC20_MEDIATED_DEGRADATION_OF_CYCLIN_B,0.722326454,0.976624945,0.057730855,0.277358745,0.814901991,24,
REACTOME_APC_C_CDH1_MEDIATED_DEGRADATION_OF_CDC20_AND_OTHER_APC_C_CDH1_TARGETED_PROTEINS_IN_LATE_MITOSIS_EARLY_G1,0.989619377,1,0.039517223,0.179092179,0.663560126,72,
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS,0.625218914,0.89112974,0.061302608,0.238012791,0.904716433,86,
REACTOME_APOPTOSIS,0.015650919,0.062288134,0.352487858,0.341038575,1.421031551,168,
REACTOME_APOPTOTIC_CLEAVAGE_OF_CELLULAR_PROTEINS,0.030833453,0.104759444,0.352487858,0.472150776,1.539157982,37,
REACTOME_APOPTOTIC_EXECUTION_PHASE,0.019190505,0.072876437,0.352487858,0.464351431,1.585003984,45,
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,0.08045977,0.205122413,0.219250347,0.522417227,1.403852126,18,
REACTOME_AQUAPORIN_MEDIATED_TRANSPORT,0.631393298,0.894858168,0.061169263,0.260116709,0.893978077,47,
REACTOME_ARACHIDONIC_ACID_METABOLISM,0.005893416,0.029602043,0.407017919,0.471504071,1.656298006,53,
REACTOME_ASPARAGINE_N_LINKED_GLYCOSYLATION,1,1,0.061976274,-0.150403707,-0.701089465,290,
REACTOME_ASSEMBLY_AND_CELL_SURFACE_PRESENTATION_OF_NMDA_RECEPTORS,0.061966924,0.169892649,0.321775918,-0.412879554,-1.447678617,41,
REACTOME_ASSEMBLY_OF_ACTIVE_LPL_AND_LIPC_LIPASE_COMPLEXES,0.706896552,0.965016454,0.059731798,0.322471989,0.82516242,15,
REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,2.51E-04,0.002279765,0.498493109,0.534446272,1.898252598,58,
REACTOME_ASSEMBLY_OF_THE_HIV_VIRION,0.760914761,0.996666232,0.060118614,-0.288533734,-0.788647295,16,
REACTOME_ASSOCIATION_OF_TRIC_CCT_WITH_TARGET_PROTEINS_DURING_BIOSYNTHESIS,0.988938053,1,0.050805414,-0.174879836,-0.607616096,39,
REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,0.409090909,0.675770255,0.082664645,0.27869632,1.002361697,62,
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,0.489603025,0.764012941,0.077274697,0.324471192,0.969821297,26,
REACTOME_ATTENUATION_PHASE,0.029785826,0.102148698,0.352487858,0.525205069,1.581126631,27,
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA,0.464347826,0.737427682,0.075694631,0.278662203,0.978883704,53,
REACTOME_AURKA_ACTIVATION_BY_TPX2,0.997706422,1,0.052057003,-0.155689008,-0.595083678,70,
REACTOME_AUTOPHAGY,0.990147783,1,0.055710423,-0.17277424,-0.741672124,143,
REACTOME_A_TETRASACCHARIDE_LINKER_SEQUENCE_IS_REQUIRED_FOR_GAG_SYNTHESIS,0.063406264,0.172165013,0.287805131,0.49770436,1.487602906,26,
REACTOME_BASE_EXCISION_REPAIR,1,1,0.040575645,0.125800795,0.425959625,44,
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION,0.96131528,1,0.045953808,0.226151316,0.599834574,17,
REACTOME_BASIGIN_INTERACTIONS,0.071294559,0.187414997,0.23112671,0.490208434,1.440271258,24,
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM,1,1,0.048505984,-0.166844089,-0.501265327,23,
REACTOME_BETA_CATENIN_INDEPENDENT_WNT_SIGNALING,0.736577181,0.9824347,0.051635596,0.213880688,0.875642488,143,
REACTOME_BETA_CATENIN_PHOSPHORYLATION_CASCADE,0.984526112,1,0.044864511,0.192684497,0.51106854,17,
REACTOME_BILE_ACID_AND_BILE_SALT_METABOLISM,0.268817204,0.504895491,0.108820127,0.338719391,1.12891558,41,
REACTOME_BINDING_AND_UPTAKE_OF_LIGANDS_BY_SCAVENGER_RECEPTORS,2.56E-07,7.44E-06,0.67496286,0.686191978,2.307591195,43,
REACTOME_BIOLOGICAL_OXIDATIONS,0.008088264,0.037391646,0.380730401,0.339116146,1.419036262,172,
REACTOME_BIOSYNTHESIS_OF_SPECIALIZED_PRORESOLVING_MEDIATORS_SPMS,0.193423598,0.393349669,0.13725078,0.468677848,1.243102106,17,
REACTOME_BIOSYNTHESIS_OF_THE_N_GLYCAN_PRECURSOR_DOLICHOL_LIPID_LINKED_OLIGOSACCHARIDE_LLO_AND_TRANSFER_TO_A_NASCENT_PROTEIN,0.972286374,1,0.053566938,-0.185000555,-0.713387604,75,
REACTOME_BLOOD_GROUP_SYSTEMS_BIOSYNTHESIS,0.977011494,1,0.044774889,0.212245527,0.570351281,18,
REACTOME_BMAL1_CLOCK_NPAS2_ACTIVATES_CIRCADIAN_GENE_EXPRESSION,0.497164461,0.769157251,0.076476705,0.322410479,0.963661971,26,
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM,0.84452975,1,0.051530912,0.259899539,0.730100481,21,
REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION,0.947826087,1,0.051951248,-0.206996459,-0.650923388,28,
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA,0.545454545,0.818181818,0.072893856,0.361378886,0.958506694,17,
REACTOME_B_WICH_COMPLEX_POSITIVELY_REGULATES_RRNA_EXPRESSION,0.725092251,0.978354138,0.056767239,0.274533924,0.836020464,28,
REACTOME_CA2_PATHWAY,0.201058201,0.403482028,0.127505315,0.333277091,1.197132736,61,
REACTOME_CALNEXIN_CALRETICULIN_CYCLE,0.79472693,1,0.053457214,0.263376252,0.781808138,25,
REACTOME_CARBOXYTERMINAL_POST_TRANSLATIONAL_MODIFICATIONS_OF_TUBULIN,0.03894126,0.122624566,0.321775918,-0.433925053,-1.5214704,41,
REACTOME_CARDIAC_CONDUCTION,0.434679335,0.704521621,0.096562955,-0.241888295,-1.012849823,124,
REACTOME_CARGO_CONCENTRATION_IN_THE_ER,0.055658627,0.157859382,0.261663522,0.458296894,1.422264545,30,
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.925087108,1,0.042931109,0.195853813,0.749686683,98,
REACTOME_CARGO_TRAFFICKING_TO_THE_PERICILIARY_MEMBRANE,0.891954023,1,0.057366743,-0.2093031,-0.755399696,50,
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,0.001645315,0.010248366,0.455059867,0.717702984,1.866459936,16,
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,0.021069498,0.078032249,0.352487858,0.546435055,1.633255484,26,
REACTOME_CA_DEPENDENT_EVENTS,0.437229437,0.706293706,0.090824142,-0.295360454,-0.998706183,35,
REACTOME_CD209_DC_SIGN_SIGNALING,0.382297552,0.646662697,0.090542895,0.380323307,1.06321557,20,
REACTOME_CD28_CO_STIMULATION,0.013708154,0.056140862,0.380730401,0.522845197,1.633192808,33,
REACTOME_CD28_DEPENDENT_PI3K_AKT_SIGNALING,0.01628685,0.064044305,0.352487858,0.589457672,1.680026698,22,
REACTOME_CDC42_GTPASE_CYCLE,3.83E-04,0.003165752,0.498493109,0.407269281,1.681777422,153,
REACTOME_CDT1_ASSOCIATION_WITH_THE_CDC6_ORC_ORIGIN_COMPLEX,0.862608696,1,0.046045768,0.220666489,0.782930992,57,
REACTOME_CELLULAR_HEXOSE_TRANSPORT,0.470103093,0.743095529,0.084074558,-0.352222398,-0.982569656,17,
REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS,0.5,0.772300469,0.069448144,0.236050301,0.976246105,155,
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,0.078125,0.201067471,0.211400189,0.340700604,1.304424368,96,
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,0.730769231,0.979985368,0.053897903,0.229700939,0.848841618,71,
REACTOME_CELLULAR_RESPONSE_TO_STARVATION,0.199329983,0.401307011,0.124434169,0.276457583,1.13291417,148,
REACTOME_CELLULAR_SENESCENCE,0.033267117,0.109814863,0.321775918,0.352259557,1.414959947,127,
REACTOME_CELL_CELL_COMMUNICATION,0.275563258,0.514141656,0.105125132,0.274933534,1.082934257,113,
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION,0.556521739,0.830993883,0.06658921,0.265929606,0.934156678,53,
REACTOME_CELL_CYCLE_CHECKPOINTS,0.973101266,1,0.036149193,0.179394126,0.779299765,245,
REACTOME_CELL_CYCLE_MITOTIC,0.376586742,0.639193662,0.075694631,0.221115448,1.026718044,483,
REACTOME_CELL_DEATH_SIGNALLING_VIA_NRAGE_NRIF_AND_NADE,0.103690685,0.24562237,0.183023938,0.345398323,1.285229193,75,
REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,0.279693487,0.520372236,0.110564716,0.427815851,1.149637035,18,
REACTOME_CELL_JUNCTION_ORGANIZATION,0.235915493,0.455345241,0.116234149,0.302674796,1.140176955,79,
REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL,4.00E-14,8.78E-12,0.965327754,0.627440829,2.515385776,124,
REACTOME_CGMP_EFFECTS,0.71875,0.975128866,0.062939469,-0.304237407,-0.813400101,15,
REACTOME_CHAPERONE_MEDIATED_AUTOPHAGY,0.351247601,0.607545083,0.096562955,0.386084545,1.084574879,21,
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,2.39E-10,1.81E-08,0.814035838,0.762508458,2.54815169,42,
REACTOME_CHOLESTEROL_BIOSYNTHESIS,0.074626866,0.194859038,0.241339977,-0.456997452,-1.383093646,24,
REACTOME_CHONDROITIN_SULFATE_BIOSYNTHESIS,0.031994789,0.107001596,0.321775918,0.565377879,1.580546217,20,
REACTOME_CHONDROITIN_SULFATE_DERMATAN_SULFATE_METABOLISM,0.005976568,0.02986771,0.407017919,0.480643113,1.672130565,50,
REACTOME_CHROMATIN_MODIFYING_ENZYMES,0.244224422,0.468512157,0.109684062,0.259609309,1.093663494,191,
REACTOME_CHROMOSOME_MAINTENANCE,0.982486865,1,0.040411448,0.182929338,0.694623003,87,
REACTOME_CILIUM_ASSEMBLY,0.984693878,1,0.057609111,-0.166775155,-0.740486153,188,
REACTOME_CIRCADIAN_CLOCK,0.196460177,0.396813063,0.129442888,0.318431864,1.172775407,69,
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE,0.799171843,1,0.057609111,-0.259394431,-0.777184977,22,
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,1.04E-06,2.36E-05,0.643551836,0.41004204,1.809718513,276,
REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,0.069518717,0.184697102,0.227987203,0.350390299,1.314781391,81,
REACTOME_CLASS_C_3_METABOTROPIC_GLUTAMATE_PHEROMONE_RECEPTORS,0.046482369,0.14051485,0.321775918,-0.481694068,-1.457837462,24,
REACTOME_CLASS_I_MHC_MEDIATED_ANTIGEN_PROCESSING_PRESENTATION,0.008325826,0.037956539,0.380730401,0.295368346,1.336384738,362,
REACTOME_CLASS_I_PEROXISOMAL_MEMBRANE_PROTEIN_IMPORT,0.986817326,1,0.043537824,0.181476846,0.507328909,20,
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS,0.986554622,1,0.038320578,0.171384549,0.699082759,138,
REACTOME_CLEC7A_DECTIN_1_SIGNALING,0.006808242,0.032695859,0.407017919,0.405286911,1.551351976,98,
REACTOME_COBALAMIN_CBL_VITAMIN_B12_TRANSPORT_AND_METABOLISM,0.941666667,1,0.050294806,-0.216607903,-0.617957181,18,
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,0.003000806,0.017070865,0.431707696,0.47492814,1.718041983,64,
REACTOME_COLLAGEN_CHAIN_TRIMERIZATION,0.017262456,0.067078913,0.352487858,0.46641153,1.579262524,44,
REACTOME_COLLAGEN_DEGRADATION,2.15E-04,0.002041517,0.518848078,0.544390615,1.93151342,57,
REACTOME_COLLAGEN_FORMATION,4.28E-04,0.003357569,0.498493109,0.476924949,1.802616256,84,
REACTOME_COMMON_PATHWAY_OF_FIBRIN_CLOT_FORMATION,3.76E-05,5.22E-04,0.557332239,0.79151622,2.099385504,17,
REACTOME_COMPLEMENT_CASCADE,1.56E-12,2.20E-10,0.910119735,0.754175947,2.649266877,53,
REACTOME_COMPLEX_I_BIOGENESIS,0.578454333,0.849291601,0.079770592,-0.257341413,-0.944422496,57,
REACTOME_CONSTITUTIVE_SIGNALING_BY_ABERRANT_PI3K_IN_CANCER,0.010342015,0.045671447,0.380730401,0.446985193,1.646233627,69,
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER,0.930056711,1,0.046415496,0.22330567,0.667444754,26,
REACTOME_CONSTITUTIVE_SIGNALING_BY_EGFRVIII,0.172413793,0.361993716,0.145516146,0.498235862,1.274918514,15,
REACTOME_CONSTITUTIVE_SIGNALING_BY_LIGAND_RESPONSIVE_EGFR_CANCER_VARIANTS,0.219465649,0.431867904,0.12687573,0.441157519,1.205274812,19,
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,0.297551789,0.543355441,0.105520937,0.404141387,1.129800376,20,
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING,0.906873614,1,0.05490737,-0.217815769,-0.743717913,37,
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,0.175847458,0.3673258,0.152144922,-0.365631855,-1.207871339,32,
REACTOME_COPII_MEDIATED_VESICLE_TRANSPORT,0.941696113,1,0.042759143,0.201841289,0.735422592,66,
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,0.763593381,0.99717433,0.06613262,-0.212589349,-0.859120682,97,
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC,0.209195402,0.41628198,0.144630528,-0.321948433,-1.161950056,50,
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT,0.364066194,0.623842593,0.107140237,-0.257374433,-1.040107132,97,
REACTOME_COSTIMULATION_BY_THE_CD28_FAMILY,1.54E-05,2.48E-04,0.575610261,0.569093269,2.073530391,66,
REACTOME_CREATION_OF_C4_AND_C2_ACTIVATORS,2.76E-08,1.14E-06,0.733761988,0.868282303,2.333269069,18,
REACTOME_CREB1_PHOSPHORYLATION_THROUGH_NMDA_RECEPTOR_MEDIATED_ACTIVATION_OF_RAS_SIGNALING,0.029758823,0.102148698,0.352487858,-0.498205109,-1.566661379,28,
REACTOME_CRMPS_IN_SEMA3A_SIGNALING,0.659043659,0.920702182,0.067051258,-0.317390559,-0.867521459,16,
REACTOME_CROSSLINKING_OF_COLLAGEN_FIBRILS,0.023358242,0.085072269,0.352487858,0.58483744,1.571589221,18,
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES,0.075837743,0.19749829,0.216542837,0.398121442,1.368277505,47,
REACTOME_CTLA4_INHIBITORY_SIGNALING,0.051823417,0.150207025,0.276500599,0.530223577,1.48948509,21,
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION,0.217636023,0.429184324,0.126253988,0.410672144,1.206587332,24,
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY,0.445614035,0.715156183,0.078295525,0.265222264,1.00245115,84,
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1,0.07029877,0.18601846,0.224966094,0.407785741,1.397469414,46,
REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,0.396825397,0.662158354,0.08479851,0.288223232,1.013781364,55,
REACTOME_CYTOPROTECTION_BY_HMOX1,1,1,0.038320578,0.119520697,0.477837919,122,
REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA,0.181657848,0.375489626,0.135002034,0.338071873,1.214355614,61,
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,0.061704636,0.169892649,0.321775918,0.535142152,1.462047745,19,
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,6.18E-04,0.004584596,0.477270815,0.418785541,1.694166581,132,
REACTOME_DAG_AND_IP3_SIGNALING,0.89380531,1,0.055479331,-0.214103812,-0.743898926,39,
REACTOME_DAP12_INTERACTIONS,1.27E-05,0.000210128,0.593325476,0.660318136,2.16816874,38,
REACTOME_DAP12_SIGNALING,5.60E-04,0.004265575,0.477270815,0.627209285,1.927017825,29,
REACTOME_DARPP_32_EVENTS,0.970212766,1,0.049890736,-0.204031148,-0.612989891,23,
REACTOME_DDX58_IFIH1_MEDIATED_INDUCTION_OF_INTERFERON_ALPHA_BETA,0.037586614,0.120058214,0.321775918,0.394284045,1.457045448,71,
REACTOME_DEACTIVATION_OF_THE_BETA_CATENIN_TRANSACTIVATING_COMPLEX,0.105734767,0.2493673,0.183023938,0.401248131,1.337317197,41,
REACTOME_DEADENYLATION_DEPENDENT_MRNA_DECAY,0.904347826,1,0.043887984,0.214454956,0.753336691,53,
REACTOME_DEADENYLATION_OF_MRNA,0.179190751,0.372731869,0.142901149,0.440251722,1.254771431,22,
REACTOME_DEATH_RECEPTOR_SIGNALLING,0.003765781,0.020881043,0.431707696,0.37257951,1.519763093,138,
REACTOME_DECTIN_1_MEDIATED_NONCANONICAL_NF_KB_SIGNALING,0.929078014,1,0.043537824,0.206386159,0.73799118,60,
REACTOME_DECTIN_2_FAMILY,0.015937179,0.062919984,0.352487858,0.569277058,1.59919273,21,
REACTOME_DEFECTIVE_B4GALT7_CAUSES_EDS_PROGEROID_TYPE,0.034826115,0.112810152,0.321775918,0.56054012,1.567021984,20,
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS,1,1,0.051114795,-0.135309841,-0.503382076,59,
REACTOME_DEFECTIVE_INTRINSIC_PATHWAY_FOR_APOPTOSIS,0.272045028,0.509503686,0.111011492,0.39417101,1.158105691,24,
REACTOME_DEFECTS_IN_VITAMIN_AND_COFACTOR_METABOLISM,0.998116761,1,0.04301732,0.155442517,0.434548451,20,
REACTOME_DEGRADATION_OF_AXIN,0.793043478,1,0.049890736,0.23342403,0.819971192,53,
REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX,0.946996466,1,0.042502318,0.193133355,0.727158959,82,
REACTOME_DEGRADATION_OF_DVL,0.994708995,1,0.040166098,0.156009218,0.548738687,55,
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME,0.747826087,0.988863334,0.052589895,0.237187349,0.841547475,57,
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,8.85E-04,0.006220311,0.477270815,0.408338941,1.644881824,128,
REACTOME_DEPOLYMERISATION_OF_THE_NUCLEAR_LAMINA,0.48467433,0.758720957,0.078502905,0.384539292,0.983984293,15,
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE,0.422138837,0.689819589,0.08479851,0.347362253,1.020577851,24,
REACTOME_DETOXIFICATION_OF_REACTIVE_OXYGEN_SPECIES,0.086792453,0.215414999,0.208955028,0.43095394,1.362225708,34,
REACTOME_DEUBIQUITINATION,0.40549273,0.670387479,0.078920964,0.235018204,1.009104148,230,
REACTOME_DISASSEMBLY_OF_THE_DESTRUCTION_COMPLEX_AND_RECRUITMENT_OF_AXIN_TO_THE_MEMBRANE,0.40445269,0.669228508,0.086539974,0.333478786,1.034907853,30,
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSAMINOGLYCAN_METABOLISM,3.24E-06,6.52E-05,0.62725674,0.668835424,2.229157084,41,
REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,0.454166667,0.725931174,0.086539974,-0.347155306,-0.990393752,18,
REACTOME_DISEASES_ASSOCIATED_WITH_N_GLYCOSYLATION_OF_PROTEINS,0.984526112,1,0.044864511,0.193246946,0.512560359,17,
REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS,0.567901235,0.840336277,0.066284219,0.257764603,0.925891554,61,
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM,0.958015267,1,0.045496781,0.207125556,0.646990678,33,
REACTOME_DISEASES_OF_DNA_REPAIR,0.881679389,1,0.049291766,0.233545091,0.729516432,33,
REACTOME_DISEASES_OF_GLYCOSYLATION,9.77E-04,0.006648966,0.455059867,0.402554266,1.638539133,136,
REACTOME_DISEASES_OF_IMMUNE_SYSTEM,1.17E-06,2.60E-05,0.643551836,0.741064074,2.256714661,28,
REACTOME_DISEASES_OF_METABOLISM,0.001748626,0.01082065,0.455059867,0.34993784,1.506604013,227,
REACTOME_DISEASES_OF_MITOTIC_CELL_CYCLE,0.402550091,0.667759563,0.085784441,0.311647983,1.023302824,38,
REACTOME_DISEASES_OF_PROGRAMMED_CELL_DEATH,0.077060932,0.199125103,0.216542837,0.413551384,1.378322625,41,
